bedbug,1
leg,15
skin,48
vision,9
amoxicillin,3
lupus,1
itch,24
foot,7
lotion,5
sunscreen,1
birth,1
ears,5
ear,3
toddler,1
chest,10
arm,33
blister,15
shingles,11
diabetes,1
chickenpox,2
forearm,2
torso,2
neck,6
nose,3
impetigo,1
bacterium,4
virus,2
penis,17
hiv,1
muscle,2
injection,3
spine,2
steroid,7
over,2
poison,7
hand,11
scrotum,2
sweating,7
bruise,2
blood,2
ankle,7
nervousness,1
head,5
cough,2
clitoris,1
vagina,9
pain,11
circulation,2
eyes,5
eyebrow,1
running,1
thigh,10
leukemia,1
short,1
temperature,2
armpit,10
antibiotic,14
workout,2
healing,4
anus,6
testicle,4
movement,6
lump,2
dizziness,1
tenderness,3
heat,5
fever,9
sinus,1
throat,2
coldness,5
baby,3
reaction,4
wrist,2
hydrocortisone,3
acetaminophen,2
complete,1
pregnancy,3
atopic,3
elbow,3
acne,4
burn,10
sexual,1
mouth,3
rosacea,1
shoulder,3
diaper,5
sore,4
ibuprofen,1
blood,3
stomach,7
ultrasound,1
knee,5
makeup,1
nausea,2
diarrhea,1
tongue,1
headache,2
buttocks,3
numbness,1
fast,1
ring,1
insurance,1
birth,1
jock,3
quit,1
jaw,1
herpes,3
bacterial,1
breast,6
plant,2
pets,1
smell,2
nipple,2
hives,2
welt,3
allergic,8
lip,3
allergy,2
walking,1
kidney,1
kidney,2
surgery,1
strep,3
thyroid,1
kidney,1
forehead,2
exposure,1
peanut,1
swelling,3
yeast,5
scrape,2
pressure,1
inhaler,1
bronchitis,1
dry,1
oxycodone,1
scarlet,1
masturbation,2
grief,1
runny,1
sexually,2
abdominal,1
exercise,1
drainage,1
abscess,1
toe,2
rectum,1
genitalia,2
flu,1
period,5
staph,1
thrush,2
jaundice,1
scabies,1
finger,1
measles,1
cats,1
wound,2
milk,1
thumb,1
mononucleosis,1
irregularity,1
tooth,1
protein,2
calamine,2
poison,1
cuts,2
massage,1
dermatitis,2
cortisone,2
oil,1
erection,1
urinary,2
yeast,1
tick,1
wrist,1
breastfeed,1
pea,1
immune,1
psoriasis,1
big,1
food,1
weight,1
obesity,1
salt,1
vinegar,1
